TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,PER_CAPITA_INCOME
0,113,55,0,T,3,41,H,F,5,1,B,3,1,325,174,54,0,26,38,51,0,0,A,2,0.133,12,0.167,13,2,1,25,59,84,10,8.4,10,13,3,11,6,14,19,113,11681
0,137,42,0,R,2,43,H,F,5,1,B,0,1,419,220,78,0,27,30,35,1,1,S,3,0.316,9.67,0.3,9,6,3,29,67,97,13,7.46,8,11,3,10,6,12,16,129,10505
0,17,51,0,T,2,36,H,M,6,1,P,0,,535,301,72,0,31,25,31,0,0,F,1,0.143,15,0.333,15,1,1,6,16,15,1,15,0,15,15,15,4,10,20,20,13824
0,29,41,0,T,3,41,U,F,2,1,B,0,,336,201,56,0,35,26,29,0,0,A,3,0.214,11.67,0,0,3,0,11,25,45,4,11.25,15,20,5,10,6,13,18,27,9049
0,29,65,0,T,1,34,U,M,5,1,B,0,,621,350,41,0,27,17,28,0,0,A,2,0.154,25,0.167,30,2,1,10,25,56,3,18.67,24,30,6,6,6,12,19,32,14921
0,53,66,0,T,1,34,U,F,4,1,M,0,7,621,350,41,0,27,17,28,1,11,A,1,0.136,45,0.182,17.5,3,2,18,47,162,6,27,95,100,5,100,6,15,18,52,14921
1,137,51,0,R,2,49,U,M,5,1,B,0,5,551,345,85,0,37,32,30,1,3,A,1,0.136,26.33,0.273,26.33,3,3,34,75,192,15,12.8,29,32,3,32,6,14,16,127,13717
0,125,45,0,R,2,44,U,M,4,1,M,13,6,614,424,91,0,29,24,10,1,4,A,2,0.235,9.75,0.2,9.5,4,2,27,57,89,17,5.24,13,16,3,16,5,10,15,125,16934
1,125,70,0,T,2,38,H,M,2,1,B,22,6,578,310,50,0,41,33,52,1,1,S,4,0.5,7.33,0.545,7.17,9,6,32,70,142,30,4.73,9,10,1,8,6,13,18,122,19153
0,137,71,0,T,1,35,H,F,6,1,B,6,8,886,467,83,0,34,19,54,1,7,A,1,0.158,10,0.333,10,3,3,31,70,123,20,6.15,8,10,2,10,5,11,21,124,22209
1,137,69,0,T,2,39,U,M,2,1,M,27,2,531,246,52,1,25,42,18,1,1,S,3,0.286,5.17,0.5,5,6,5,34,80,172,32,5.38,8,10,2,5,5,11,20,129,10423
0,137,45,0,R,2,44,H,F,6,1,B,1,5,614,424,91,0,29,24,10,1,7,A,1,0.1,13.5,0.182,13.5,2,2,34,78,200,22,9.09,13,16,3,15,6,15,16,128,16934
0,113,,0,R,3,51,H,U,7,1,B,4,2,431,269,86,0,27,33,26,0,0,A,1,0.091,22.5,0,0,2,0,29,68,170,11,15.45,20,25,5,25,6,12,24,104,10493
1,113,64,0,C,3,30,H,F,2,0,B,2,8,776,378,90,0,38,14,40,1,1,S,4,0.286,5,0.273,5,6,3,27,71,87,20,4.35,3,6,3,5,6,12,17,104,14465
0,137,37,0,R,2,43,H,F,2,0,P,0,,395,269,86,0,31,25,34,1,0,A,1,0.059,10,0,0,1,0,28,66,147,15,9.8,7,12,5,10,4,9,26,120,10414
0,65,85,0,T,2,40,H,F,7,1,B,11,8,604,405,76,0,26,28,24,1,1,S,2,0.2,18.5,0.273,18,4,3,21,56,143,12,11.92,17,22,5,20,6,14,17,65,14976
0,137,,0,T,2,36,H,F,3,1,B,4,4,466,249,73,2,32,14,42,1,1,S,2,0.19,5.75,0,0,4,0,27,66,62,17,3.65,8,10,2,10,6,15,18,128,12456
0,41,,0,R,2,43,U,M,1,1,B,3,,416,261,69,0,22,39,34,0,0,A,4,0.278,15,0.333,16.67,5,3,14,35,80,6,13.33,15,20,5,10,6,13,18,41,9342
0,65,36,0,R,3,51,U,F,,0,N,0,3,353,276,88,0,31,35,24,1,1,S,3,0.238,4.4,0.1,3,5,1,20,48,61,16,3.81,7,10,3,3,5,10,15,65,8902
0,113,,0,R,2,43,U,F,1,1,M,0,3,395,269,86,0,31,25,34,1,0,A,2,0.1,11,0,0,2,0,27,63,82,11,7.45,9,12,3,12,6,13,17,101,10414
0,29,,0,R,2,43,U,M,4,0,P,0,,472,257,76,0,28,28,32,0,0,A,1,0.143,9,0.167,3,2,1,9,24,18,2,9,12,15,3,15,4,10,26,30,11262
0,89,,0,R,2,43,U,F,1,0,P,0,3,472,257,76,0,27,24,38,1,4,A,1,0.105,15,0,0,2,0,23,60,167,14,11.93,10,15,5,15,6,13,19,79,11262
0,29,23,0,R,2,43,H,F,3,1,B,0,,484,248,85,0,30,24,33,0,0,A,1,0.133,18.5,0.25,18.5,2,2,12,25,47,3,15.67,10,20,10,17,6,11,25,29,10636
1,29,,0,T,3,41,H,M,5,0,B,0,,431,269,86,1,31,11,31,1,0,A,4,0.308,6,0.5,5.67,4,3,10,24,29,5,5.8,2,7,5,7,6,13,16,28,10493
0,137,65,0,T,3,41,H,F,2,0,B,8,,607,354,88,0,30,25,31,1,3,A,1,0.125,12.5,0,0,2,0,20,48,65,9,7.22,10,15,5,15,4,9,18,123,13543
0,89,50,0,T,2,39,U,F,,0,N,0,3,422,269,73,1,25,30,23,1,1,S,2,0.053,15,0.111,15,1,1,23,60,91,11,8.27,12,15,3,10,6,13,18,89,10950
0,101,,0,R,3,51,U,F,1,0,P,0,2,351,213,87,0,24,31,38,0,0,A,1,0.1,12.5,0.111,15,2,1,23,58,75,7,10.71,10,15,5,15,6,14,16,90,9119
0,17,38,0,C,2,28,H,F,5,0,P,0,,498,308,91,0,43,17,33,0,0,F,2,0.2,20,0,0,1,0,6,15,40,2,20,0,20,20,20,5,13,15,16,14245
0,29,35,0,C,2,27,H,M,5,0,P,0,,197,323,69,0,32,13,23,0,0,N,4,0.364,9.42,0.4,7.5,4,2,9,23,37.67,4,9.42,10.67,15.67,5,7,6,14,18,24,9188
0,29,,0,C,3,30,U,M,,0,N,0,,347,219,80,0,42,20,24,1,0,A,2,0.231,12,0.375,12,3,3,12,25,40,4,10,11,15,4,11,6,12,17,29,12850
1,89,65,0,C,3,32,H,F,2,1,B,13,0,166,67,69,0,0,0,0,1,1,S,2,0.048,10,0.1,10,1,1,22,55,108,10,10.8,19,20,1,10,4,8,16,80,7392
0,113,55,0,R,2,43,H,M,5,1,B,1,1,415,210,72,0,23,20,59,0,0,A,1,0.1,55,0.182,55,2,2,26,57,240,6,40,40,60,20,50,6,12,24,113,9267
0,137,80,0,C,3,30,H,F,2,0,B,8,0,445,332,80,0,33,21,33,1,4,A,1,0.15,8.67,0,0,3,0,30,63,109,20,5.45,7,10,3,10,4,9,27,125,13662
0,137,,0,S,1,11,U,F,5,0,M,0,1,1127,463,62,0,46,44,41,1,1,S,3,0.273,13,0.091,11,6,1,35,86,220,26,8.46,12,15,3,3,7,17,4,126,20884
0,17,76,0,C,1,22,H,M,4,1,B,14,,892,228,29,0,31,33,18,0,0,F,1,0.143,25,0.333,25,1,1,7,16,25,1,25,0,25,25,25,5,11,21,21,20638
0,41,39,0,C,2,27,H,M,4,1,P,0,,456,295,84,0,33,24,50,0,0,A,1,0.1,20,0,0,2,0,14,35,45,3,15,25,30,5,30,5,11,26,43,13259
1,89,74,0,C,2,27,H,M,6,1,B,19,6,485,344,77,0,36,34,49,1,1,S,3,0.158,10,0.222,10,3,2,21,56,72,9,8,5,10,5,10,6,12,21,80,17697
0,29,31,0,T,3,41,H,F,5,1,B,0,,345,245,76,0,36,28,38,0,0,N,1,0.077,20,0.167,20,1,1,8,17,20,1,20,0,20,20,20,3,7,27,27,11517
0,29,59,0,R,3,51,H,F,2,0,P,0,,321,199,78,1,32,16,44,0,0,A,1,0.154,13,0,0,2,0,9,21,26,2,13,6,16,10,16,4,10,19,28,8988
0,29,,0,R,2,49,U,F,,0,N,0,,483,288,77,0,27,29,30,0,0,A,2,0.214,13.33,0.2,5,3,1,9,27,40,3,13.33,15,20,5,20,5,14,15,33,12700
0,65,,0,R,2,49,U,U,2,1,B,0,0,621,266,34,0,27,28,30,1,1,S,2,0.2,7.5,0.364,7.5,4,4,21,51,72,13,5.54,7,10,3,8,6,14,21,57,13873
0,41,,0,R,2,49,U,F,,1,N,0,,365,280,80,0,29,37,25,0,0,A,4,0.3,10.33,0.222,10,6,2,15,37,72,8,9,7,12,5,12,6,14,18,40,11419
0,29,85,0,R,2,49,H,M,2,1,B,2,,493,284,81,0,38,46,22,1,0,A,3,0.231,11.67,0.429,11.67,3,3,11,24,41,4,10.25,9,15,6,10,6,13,17,28,10959
0,89,57,0,T,2,36,U,F,3,0,M,1,3,494,317,87,0,52,8,40,0,0,A,1,0.091,32.5,0,0,2,0,24,58,120,6,20,30,35,5,35,6,13,18,80,14370
0,101,75,0,R,2,49,H,F,7,1,B,0,6,427,323,80,0,30,38,26,1,16,A,1,0.059,35,0,0,1,0,17,47,277,13,21.31,45,50,5,50,4,8,18,105,13865
0,77,,0,R,2,49,U,U,,0,N,0,5,520,355,89,0,33,28,33,1,0,A,2,0.222,15,0.222,15,4,2,21,55,105,9,11.67,10,15,5,15,6,14,16,77,12940
0,17,,0,T,3,41,U,M,2,1,P,0,,219,175,71,0,32,23,26,0,0,F,1,0,0,0,0,0,0,4,12,15,1,15,0,15,15,15,4,10,19,19,10282
1,53,67,0,T,2,36,U,F,,0,N,0,2,333,224,71,0,33,25,36,0,0,A,1,0.154,15,0.2,15,2,1,11,32,35,3,11.67,10,15,5,15,4,10,22,52,11513
0,29,82,0,T,2,36,H,M,2,1,B,2,,343,232,67,0,42,27,58,0,0,A,2,0.214,13.33,0.286,12.5,3,2,11,25,40,3,13.33,5,15,10,15,6,12,18,29,11577
0,17,75,0,C,2,27,H,F,2,1,B,5,,370,197,64,0,33,29,45,0,0,F,1,0.2,15,0.5,15,1,1,5,13,15,1,15,0,15,15,15,4,10,17,17,11369
0,41,71,0,T,2,40,H,F,4,1,B,16,,541,360,81,0,39,25,33,0,0,A,4,0.158,9.67,0.222,12,3,2,14,36,49,5,9.8,8,13,5,11,6,12,17,40,15295
0,41,,0,C,3,31,U,F,,0,N,0,,392,155,17,0,0,0,0,0,0,A,2,0.15,16.67,0.333,16.67,3,3,13,31,50,3,16.67,10,20,10,10,6,13,16,36,10221
0,137,,0,R,2,43,H,M,3,1,B,2,2,345,273,81,0,30,31,27,1,1,S,4,0.444,8.75,0.636,8.57,8,7,31,72,162,23,7.04,7,10,3,10,6,14,17,129,12170
1,101,49,0,T,2,39,H,F,4,1,P,0,6,445,332,80,0,32,23,41,0,0,A,3,0.158,21.67,0.222,22.5,3,2,23,63,131,9,14.56,20,25,5,25,6,14,17,93,13662
0,41,49,0,C,1,24,U,F,,0,N,0,9,921,479,91,0,21,12,61,0,0,A,3,0.15,20,0.222,20,3,2,15,36,82,5,16.4,10,20,10,20,6,12,22,44,31664
0,89,,0,R,1,42,U,M,,0,N,0,8,536,314,81,0,35,57,26,0,0,A,2,0.158,11.67,0.333,11.67,3,3,17,47,54,7,7.71,13,15,2,5,5,11,21,78,13087
1,113,56,0,R,1,42,H,F,7,1,B,10,8,778,377,77,0,35,57,26,1,1,S,2,0.15,11.67,0.222,12,3,2,25,59,64.04,11,5.82,12.96,13,0.04,13,5,11,24,113,17251
0,137,81,0,T,2,39,U,M,1,1,B,0,1,575,250,63,0,23,41,37,1,1,S,4,0.5,5,0.5,5,9,5,31,76,173,40,4.33,6,8,2,5,4,11,16,128,11527
1,41,29,0,C,2,27,U,F,1,1,B,5,,416,209,64,0,0,0,0,0,0,A,1,0.067,16,0,0,1,0,10,27,27,2,13.5,5,16,11,16,4,10,18,40,10117
0,53,,0,T,2,39,U,M,,1,N,0,,696,354,69,0,28,39,34,0,0,A,2,0.167,11,0.125,10,3,1,15,42,50,6,8.33,10,15,5,15,6,14,17,53,15493
0,137,83,0,T,2,39,H,M,5,1,B,7,5,517,298,87,0,30,38,30,1,11,A,1,0.056,10,0,0,1,0,28,69,89,18,4.94,7,10,3,10,4,11,16,126,11821
0,29,32,0,C,1,24,H,F,5,1,B,2,,614,311,64,0,45,32,48,0,0,A,1,0.143,17.5,0.167,15,2,1,9,21,35,2,17.5,5,20,15,20,4,10,18,29,13759
0,29,,0,C,1,23,U,F,,0,N,0,,839,365,57,0,33,32,50,0,0,A,3,0.286,9.5,0.286,11.5,4,2,11,24,38,4,9.5,8,13,5,10,6,12,17,30,20151
0,89,,0,C,1,23,U,U,5,1,B,6,8,839,365,57,0,33,32,50,1,0,A,3,0.222,12.5,0.25,11.5,4,2,19,52,80,8,10,10,15,5,15,6,14,16,81,20151
0,29,57,0,R,2,45,H,M,3,1,P,0,,425,257,78,0,31,26,38,0,0,A,1,0.143,15,0,0,2,0,9,22,30,2,15,0,15,15,15,4,9,27,32,11941
0,65,85,0,T,2,37,H,M,5,1,B,4,5,500,283,76,0,48,14,58,1,1,S,4,0.263,7.6,0.2,8.5,5,2,19,44,65,11,5.91,7,10,3,5,6,12,18,65,16942
0,137,38,0,T,2,36,H,M,3,1,B,0,1,308,223,74,0,30,20,45,0,0,A,1,0.111,13,0.143,10,2,1,29,66,88,12,7.33,11,16,5,10,5,12,18,128,10676
0,137,,0,R,2,45,U,M,,0,N,0,,425,257,78,0,31,26,38,1,1,S,3,0.278,3.4,0.25,3,5,2,27,68,72,22,3.27,3,5,2,3,5,10,17,124,11941
0,137,74,0,R,2,45,U,F,,0,N,0,4,878,292,35,1,37,33,35,1,0,A,2,0.294,12.6,0.222,12,5,2,26,59,196,22,8.91,11,14,3,14,4,8,19,126,17645
0,77,80,0,T,2,39,U,M,4,1,B,18,3,2784,642,85,0,30,38,30,1,1,S,3,0.158,14.67,0.111,12,3,1,21,57,102,9,11.33,15,20,5,12,6,14,16,77,26450
0,53,,0,T,2,36,H,U,4,1,P,0,,349,208,76,1,37,27,36,0,0,A,1,0.063,15,0,0,1,0,14,36,23,3,7.67,12,15,3,15,4,9,26,53,10644
0,29,,0,R,2,43,H,M,3,1,P,0,,412,238,79,0,33,26,37,0,0,A,1,0.154,15,0,0,2,0,9,21,30,2,15,10,20,10,20,4,10,19,28,10627
1,17,74,0,R,2,46,U,M,,0,N,0,,637,286,80,1,34,26,37,0,0,F,1,0.143,25,0.333,25,1,1,7,17,25,1,25,0,25,25,25,5,11,21,21,13061
0,65,77,0,R,2,46,U,M,1,1,B,6,,769,328,80,1,34,26,37,0,0,A,4,0.235,19.75,0.143,19,4,1,18,55,180,11,16.36,15,25,10,20,6,15,18,63,15647
0,113,,0,R,2,46,U,M,,0,N,0,5,692,311,78,0,37,26,35,1,1,S,4,0.476,11.3,0.545,11.5,10,6,28,75,373,42,8.88,22,25,3,20,5,12,16,105,14207
0,101,70,0,R,2,43,U,F,2,1,M,3,2,354,225,68,0,40,35,32,1,1,S,3,0.286,11.33,0.3,11,6,3,26,61,212,19,11.16,9,14,5,11,6,12,22,91,11096
0,17,78,0,R,3,51,H,F,3,0,B,3,,708,401,94,0,36,29,34,0,0,F,1,0.2,20,0,0,1,0,5,12,20,1,20,0,20,20,20,4,10,18,18,14393
0,41,,0,R,2,43,U,F,,0,N,0,,467,240,79,0,32,29,33,0,0,A,3,0.235,20,0.25,20,4,2,12,29,80,4,20,10,25,15,23,6,13,18,35,10539
0,101,57,0,R,2,45,H,F,2,1,B,3,1,416,209,64,0,29,14,31,1,1,S,2,0.214,13.33,0.286,13,3,2,19,51,124,16,7.75,9,14,5,14,4,8,18,91,10117
0,113,,0,R,2,43,U,M,,0,N,0,3,443,281,85,0,31,26,35,0,0,A,1,0.091,30,0.182,30,2,2,28,65,195,10,19.5,25,30,5,30,6,13,22,104,11438
0,137,41,0,R,2,43,H,F,4,1,B,0,3,411,293,91,0,31,26,35,1,1,S,2,0.105,18.5,0.111,12,2,1,31,78,174,21,8.29,20,25,5,10,6,13,18,123,11397
0,17,,0,T,2,36,H,M,2,0,M,1,,485,280,59,0,27,17,57,0,0,F,1,0.2,25,0,0,1,0,6,14,25,1,25,0,25,25,25,5,12,16,16,12814
0,137,,0,T,2,36,H,F,3,0,P,0,2,412,222,75,0,32,27,41,1,0,A,1,0.045,35,0,0,1,0,35,76,253,13,19.46,37,40,3,35,6,12,25,127,10692
0,41,65,0,R,3,51,U,M,1,1,B,1,,193,181,68,0,28,29,34,0,0,A,2,0.222,13.75,0.222,12.5,4,2,13,30,55,4,13.75,15,20,5,20,6,12,18,35,8208
0,41,35,0,R,2,46,U,F,2,0,P,0,2,515,274,84,1,34,34,34,1,0,A,4,0.333,10,0.4,8.25,7,4,16,38,95,9,10.56,15,20,5,8,6,12,22,44,14885
0,29,,0,R,2,44,H,F,5,1,B,1,,708,356,90,0,23,25,34,0,0,A,4,0.286,6.5,0.167,7,4,1,10,25,32,5,6.4,2,7,5,7,6,13,18,32,12835
0,137,,0,T,2,38,U,F,2,1,B,1,,589,289,62,1,22,20,28,1,0,A,1,0.071,10,0.167,10,1,1,26,67,140,17,8.24,12,15,3,10,4,11,21,124,12813
0,29,37,0,R,2,43,U,F,2,0,P,0,,422,258,83,0,32,33,33,0,0,A,2,0.188,13.33,0.286,15,3,2,11,26,40,3,13.33,20,25,5,10,6,12,18,33,10796
0,113,69,0,R,3,53,H,F,2,0,P,0,2,332,233,85,0,34,34,37,1,1,S,4,0.238,8,0.2,9.5,5,2,29,76,205,29,7.07,6,11,5,8,6,13,18,110,10950
0,137,,0,R,2,45,U,F,,0,N,0,2,367,224,81,0,30,26,38,0,0,A,1,0.167,13,0.25,16,2,1,19,43,63,6,10.5,11,16,5,16,2,5,21,98,11139
0,89,41,0,R,2,49,H,M,5,1,B,0,6,501,303,87,0,26,25,36,1,0,A,2,0.158,15,0.333,15,3,3,24,64,101,10,10.1,17,20,3,10,6,13,15,88,11092
1,137,62,0,T,2,36,U,M,2,1,B,5,1,448,239,79,0,32,23,39,1,0,A,1,0.059,12,0.143,12,1,1,29,70,106,19,5.58,10,12,2,12,5,12,18,128,11284
0,41,51,0,T,2,36,H,F,4,1,B,0,,456,215,66,1,29,31,33,1,1,S,4,0.333,6.83,0.5,6.6,6,5,15,37,56,8,7,6,10,4,8,6,13,17,40,11499
0,29,79,0,T,2,40,H,F,3,1,B,1,,679,378,86,0,28,36,35,0,0,F,1,0.143,20,0.333,20,1,1,6,14,20,1,20,0,20,20,20,4,10,21,21,15749
0,41,44,0,T,2,40,U,M,1,1,B,0,,679,378,86,0,28,36,35,1,1,S,4,0.471,9.13,0.667,8,8,6,14,35,92,11,8.36,12,15,3,15,6,12,16,40,15749
0,41,,0,R,2,44,U,F,1,1,B,0,6,679,413,87,0,0,0,0,0,0,A,4,0.278,8.2,0.3,7,5,3,16,39,73,11,6.64,7,10,3,10,6,13,18,43,13712
0,65,,0,R,2,44,H,M,6,1,B,3,7,729,370,88,0,30,37,28,0,0,A,2,0.053,17,0.111,17,1,1,19,51,77,6,12.83,12,17,5,10,6,13,19,64,13186
0,89,49,0,R,2,44,U,U,2,0,M,0,6,700,379,86,0,29,28,19,1,1,S,3,0.211,10,0.111,10,4,1,21,51,64,9,7.11,7,10,3,10,6,13,18,81,13332
1,125,,0,R,2,44,U,F,,0,N,0,7,700,379,86,0,29,28,19,1,1,S,2,0.25,10.8,0.364,10.25,5,4,31,73,155,19,8.16,11,13,2,10,6,12,21,124,13332
0,41,35,0,T,2,40,H,M,5,1,B,1,,683,382,82,0,29,49,20,0,0,A,1,0.105,15,0.25,15,2,2,12,33,35,3,11.67,10,15,5,15,4,10,20,41,13780
1,29,55,0,R,2,45,U,M,,0,N,0,,444,265,78,0,31,28,32,1,0,A,4,0.385,4.8,0.667,5,5,4,10,25,27,6,4.5,3,6,3,4,6,13,15,29,11781
0,77,66,0,R,2,45,U,U,,0,N,0,6,515,283,75,0,44,14,50,1,1,S,2,0.238,26.4,0.273,25.33,5,3,25,64,496,25,19.84,25,30,5,26,6,13,19,77,13447
1,29,53,0,T,2,36,U,M,3,0,P,0,,430,244,74,0,36,32,34,0,0,A,2,0.2,23.33,0,0,3,0,11,26,70,3,23.33,5,25,20,25,6,13,19,32,11630
0,17,,0,C,3,30,U,F,2,1,B,1,,218,244,54,0,28,22,0,0,0,F,1,0.2,15,0,0,1,0,5,13,15,1,15,0,15,15,15,4,11,16,16,7673
1,29,35,0,S,1,12,H,M,6,1,B,4,,887,457,94,0,30,34,18,0,0,A,3,0.2,17,0.143,15,3,1,10,26,76,4,19,10,25,15,21,5,12,15,31,17288
0,137,76,0,C,3,30,H,F,1,0,B,2,0,676,305,74,0,23,44,44,1,1,S,2,0.357,5,0.444,5,5,4,29,64,84,22,3.82,8,10,2,10,6,12,18,130,12255
0,101,38,0,S,1,12,H,M,4,1,B,1,8,887,457,94,0,30,34,18,1,1,S,3,0.19,13.75,0.1,15,4,1,24,67,172,10,17.2,15,25,10,10,6,14,20,96,17288
1,41,41,0,T,1,35,H,F,6,1,B,15,,904,498,97,0,31,39,22,0,0,A,2,0.143,12.5,0.2,15,2,1,10,29,30,3,10,10,15,5,15,5,11,21,45,17711
0,77,40,0,R,2,49,H,M,2,1,M,12,6,596,356,89,0,31,47,19,1,1,S,3,0.158,10,0.333,10,3,3,22,62,128,14,9.14,7,12,5,10,6,13,16,77,12066
1,29,,0,C,3,32,H,F,2,1,B,5,,325,144,83,0,44,0,33,0,0,N,1,0.077,15,0,0,1,0,8,17,15,1,15,0,15,15,15,3,7,27,27,4578
0,137,49,0,C,2,25,U,M,,0,N,0,0,300,279,5,0,32,29,35,1,5,A,1,0.095,20,0,0,2,0,33,80,259,17,15.24,20,25,5,20,6,13,19,128,15649
0,137,60,0,C,3,30,H,M,2,0,P,0,1,384,201,85,0,27,0,50,0,0,A,2,0.211,8.75,0.25,8.5,4,2,27,61,66,10,6.6,9,11,2,10,5,14,16,128,12384
1,137,72,0,C,2,27,H,M,5,1,B,13,7,501,359,74,0,29,10,33,0,0,A,2,0.15,13.33,0.1,10,3,1,28,60,90,12,7.5,12,15,3,15,4,7,19,127,16856
0,53,70,0,C,2,25,U,F,,1,N,0,5,607,238,21,3,35,26,30,0,0,A,1,0.095,18.5,0.2,18.5,2,2,19,45,77,5,15.4,15,20,5,17,6,12,23,53,14446
0,89,51,0,T,1,35,H,M,6,1,B,7,7,802,424,93,0,27,14,42,1,0,A,1,0.095,37.5,0.091,25,2,1,24,59,145,8,18.13,45,50,5,50,6,13,19,80,16161
0,113,51,0,C,2,28,H,M,5,0,P,0,7,537,288,75,0,41,12,46,1,0,A,1,0.071,15,0,0,1,0,23,56,91,10,9.1,10,15,5,15,6,13,19,105,14556
0,137,65,0,T,2,39,U,F,5,1,B,7,2,689,324,93,0,24,0,13,1,7,A,1,0.158,13,0.333,13,3,3,32,81,199,24,8.29,13,15,2,14,5,12,15,127,15040
1,29,69,0,R,2,44,H,M,2,0,P,0,,588,284,84,0,25,24,51,0,0,A,3,0.214,11,0.167,11,3,1,10,24,38,4,9.5,6,11,5,11,6,12,19,31,12127
1,29,,0,?,?,.,U,F,4,1,M,0,,441,237,57,0,0,0,0,1,0,A,4,0.357,9.4,0.571,9.25,5,4,11,24,47,5,9.4,6,11,5,10,5,11,17,30,12781
0,29,79,0,T,2,40,H,M,3,1,B,31,,623,357,66,2,39,20,46,0,0,A,1,0.167,12.5,0.2,5,2,1,9,20,25,2,12.5,15,20,5,20,5,11,15,28,19092
1,41,33,0,T,2,40,H,F,4,1,P,0,,594,155,81,0,25,50,22,0,0,A,2,0.158,10,0.222,10,3,2,14,32,39,5,7.8,12,15,3,15,6,12,23,40,7939
1,41,80,0,T,2,38,U,M,3,1,B,0,,800,283,44,1,31,33,37,0,0,A,3,0.2,18.25,0.111,19,4,1,14,36,83,5,16.6,10,20,10,19,6,13,18,41,15160
0,41,47,0,T,2,39,H,M,6,1,P,0,5,640,328,89,0,43,44,9,1,1,S,3,0.286,10,0.455,10,6,5,17,41,110,11,10,0,10,10,10,6,12,17,44,12879
1,53,67,0,T,2,40,H,F,6,1,B,6,9,573,393,81,0,25,50,22,0,0,A,2,0.238,18.4,0.3,15.67,5,3,18,44,114,7,16.29,15,25,10,15,6,12,25,52,16377
0,137,75,0,T,2,37,H,M,2,1,B,8,,441,237,57,0,40,16,53,1,0,A,3,0.238,9.6,0.2,9,5,2,31,70,146,18,8.11,9,12,3,10,4,8,16,130,12781
0,29,79,0,C,3,33,H,M,2,0,P,0,,375,215,55,0,22,13,13,0,0,A,2,0.214,18.33,0.167,25,3,1,10,25,55,3,18.33,20,25,5,25,6,14,16,31,11587
0,53,69,0,T,2,38,H,M,6,1,B,1,,556,261,67,1,36,25,37,1,0,A,3,0.167,10,0.25,10,3,2,16,42,47,6,7.83,5,10,5,10,6,14,17,52,13995
0,137,,0,C,3,33,U,F,1,1,M,4,3,375,215,55,0,22,13,13,1,1,S,3,0.136,12,0.091,11,3,1,31,77,170,20,8.5,8,13,5,13,6,13,19,128,11587
1,137,61,0,C,2,28,U,M,4,1,M,1,5,404,256,81,0,39,21,37,1,1,S,4,0.474,6.44,0.727,6.38,9,8,33,86,229,37,6.19,9,12,3,4,6,15,15,130,13067
0,17,57,0,C,3,30,H,F,2,1,B,5,,334,158,74,0,84,17,69,0,0,N,2,0.333,12.5,0.333,10,2,1,7,15,25,2,12.5,5,15,10,10,6,13,17,19,8421
1,29,71,0,C,2,28,H,F,6,0,B,7,,502,319,74,0,45,17,42,0,0,A,2,0.167,15.67,0.125,17,3,1,12,28,47,3,15.67,10,20,10,17,6,12,22,32,12989
1,77,59,0,T,1,35,H,F,5,1,B,2,8,866,443,92,0,12,45,16,1,0,A,2,0.176,11.67,0.429,11.67,3,3,18,52,77,6,12.83,10,20,10,15,6,13,20,76,10484
0,65,45,0,T,2,36,U,M,2,1,B,0,2,298,181,63,0,30,21,36,0,0,A,1,0.105,13,0,0,2,0,17,44,46,6,7.67,17,20,3,20,6,13,18,64,9066
1,137,,0,T,2,36,H,F,3,0,P,0,1,369,251,78,0,30,21,36,1,1,S,2,0.25,7.5,0.125,5,4,1,27,59,135,24,5.63,8,10,2,10,3,7,16,128,11275
0,29,65,0,R,2,49,H,M,2,1,B,0,,379,268,85,0,23,28,36,0,0,A,2,0.222,17.5,0.111,10,4,1,13,29,70,4,17.5,10,20,10,20,6,12,18,33,11406
0,137,71,0,R,2,45,H,F,2,1,B,5,2,452,234,75,0,37,21,42,1,1,S,4,0.4,3,0.3,4.33,8,3,30,71,71,25,2.84,4,5,1,2,6,14,15,123,11867
0,17,49,0,R,2,49,H,M,6,0,P,0,,386,285,85,1,31,28,38,0,0,F,1,0.2,20,0.5,20,1,1,6,14,20,1,20,0,20,20,20,5,12,16,16,11098
